UpdateTime,WTI_Source,GSheet_Date,Reg_N,WTI,WTI_GSheet,WTI_Delta,WTI_Risk_Equiv,Risk_Premium,NAP,BZ,BZ_Actual,BZ_ARA,BZ_ARA_Actual,BZ_USG_MT,BZ_Spread_ARA,ET,ET_Actual,SM_Market,SM_Actual,PR,PR_Actual,BD,BD_Actual,BD_Tight_Prem,AN,AN_Actual,Cracker_Margin,Cracker_Margin_Act,Cracker_Delta,SM_Cost,SM_Cost_Actual,SM_Margin,SM_Margin_Actual,SM_Cost_Theory,SM_Margin_Theory,SM_Margin_Theory_Actual,ABS_Market,ABS_Mkt_Actual,ABS_Cost,ABS_Cost_Actual,ABS_Gap,ABS_Gap_Actual,ABS_Cost_Theory,ABS_Gap_Theory,Sens_BZ,R2_BZ,Sens_ET,R2_ET,Sens_SM,R2_SM,Sens_AN,R2_AN,Sens_BD,R2_BD,Sens_NAP,R2_NAP,Sens_PR,R2_PR,Sens_BZ_ARA,Sens_ABS_MKT,R2_ABS_MKT,Sens_ABS_GAP,R2_ABS_GAP,Sens_ABS_COST,Sens_SM_MARGIN,Sens_SM_COST,NAP_Sens_Equiv_Basis,BD_Tight_Scale,BD_Tight_Max,Cracker_Yields_ET,Cracker_Yields_PR,Cracker_Yields_BD,Cracker_Yields_BZ
2026-04-15 22:36 UTC,야후파이낸스(실시간),1-03-13,11,91.05,98.71,-7.66,0.0,0,977.3,1003.4,1071.7,1025.5,1074.5,9455.2,-22.1,1080.9,1150.0,1236.5,1309.0,1082.7,1140.0,1905.3,2050.0,0.0,1399.0,1450.0,-394.7,-437.4,42.8,1141.4,1208.5,101.1,100.5,1277.0,-40.5,-43.3,1494.4,1550.0,1377.4,1455.4,117.0,94.6,1401.7,92.7,8.918,0.968,9.025,0.801,9.463,0.943,6.663,0.581,18.887,0.848,10.792,0.911,7.484,0.865,6.397,7.254,0.836,-5.76,0.484,10.177,-0.08,8.771,10.792,0.5,150,0.3,0.15,0.045,0.06
